FATTURA,20160104,139.8
FATTURA,20160104,160.92
FATTURA,20160104,65.03
FATTURA,20160104,535.84
FATTURA,20160104,75.68
FATTURA,20160104,332.28
FATTURA,20160105,343.02
FATTURA,20160104,247.84
FATTURA,20160107,75.85
FATTURA,20160107,244.39
FATTURA,20160107,36.16
FATTURA,20160107,34.53
FATTURA,20160108,51.37
FATTURA,20160108,52.24
FATTURA,20160108,113.02
FATTURA,20160108,97.17
FATTURA,20160108,252.7
FATTURA,20160109,55.66
FATTURA,20160111,106.6
FATTURA,20160111,96.94
FATTURA,20160111,109.47
FATTURA,20160112,24.52
FATTURA,20160112,59.62
FATTURA,20160112,42.5
FATTURA,20160112,159.43
FATTURA,20160112,204.55
FATTURA,20160113,57.44
FATTURA,20160113,132.2
FATTURA,20160113,177.71
FATTURA,20160114,235.42
FATTURA,20160114,19.15
FATTURA,20160114,271.83
FATTURA,20160115,252.44
FATTURA,20160115,11.37
FATTURA,20160115,226.79
FATTURA,20160118,244
FATTURA,20160118,32.37
FATTURA,20160119,7.32
FATTURA,20160119,160.65
FATTURA,20160119,26.94
FATTURA,20160120,635.4
FATTURA,20160120,7.38
FATTURA,20160120,13.81
FATTURA,20160120,53.94
FATTURA,20160121,145.85
FATTURA,20160122,35.49
FATTURA,20160123,503.81
FATTURA,20160123,360.17
FATTURA,20160125,294.92
FATTURA,20160125,247.21
FATTURA,20160125,15.4
FATTURA,20160125,22.4
FATTURA,20160126,37.05
FATTURA,20160126,36.88
FATTURA,20160126,2537.6
FATTURA,20160127,7.88
FATTURA,20160127,180.28
FATTURA,20160128,80.15
FATTURA,20160129,68.99
FATTURA,20160129,11.13
FATTURA,20160130,179.19
FATTURA,20160130,108.02
FATTURA,20160201,97.2
FATTURA,20160201,45.46
FATTURA,20160201,242.29
FATTURA,20160202,24.56
FATTURA,20160202,265.84
FATTURA,20160202,30.4
FATTURA,20160202,11.36
FATTURA,20160202,8.64
FATTURA,20160202,62.65
FATTURA,20160203,178.91
FATTURA,20160203,25.72
FATTURA,20160204,217.99
FATTURA,20160204,14.38
FATTURA,20160204,219.6
FATTURA,20160204,160.47
FATTURA,20160205,36.6
FATTURA,20160205,180
FATTURA,20160208,27.67
FATTURA,20160209,71.28
FATTURA,20160210,976
FATTURA,20160211,54.5
FATTURA,20160211,41.36
FATTURA,20160211,56.18
FATTURA,20160211,20.67
FATTURA,20160211,23.47
FATTURA,20160212,56.07
FATTURA,20160212,12.49
FATTURA,20160212,44.73
FATTURA,20160212,330.67
FATTURA,20160215,83.81
FATTURA,20160215,253.03
FATTURA,20160215,148.53
FATTURA,20160215,40.26
FATTURA,20160215,83
FATTURA,20160215,143.81
FATTURA,20160215,40.26
FATTURA,20160216,59.29
FATTURA,20160216,939.4
FATTURA,20160216,261.02
FATTURA,20160217,23.08
FATTURA,20160217,190.15
FATTURA,20160217,18.17
FATTURA,20160218,257.02
FATTURA,20160218,23.18
FATTURA,20160219,122.31
FATTURA,20160219,104.86
FATTURA,20160219,81.41
FATTURA,20160219,194.96
FATTURA,20160219,50.74
FATTURA,20160220,188.69
FATTURA,20160220,98.28
FATTURA,20160220,88.04
FATTURA,20160222,155.51
FATTURA,20160222,18.71
FATTURA,20160222,63.9
FATTURA,20160223,35.9
FATTURA,20160223,84.56
FATTURA,20160224,37.93
FATTURA,20160224,14.47
FATTURA,20160224,142.06
FATTURA,20160225,14.96
FATTURA,20160225,7.06
FATTURA,20160225,50.95
FATTURA,20160225,112.98
FATTURA,20160225,19.76
FATTURA,20160225,917.7
FATTURA,20160301,104.29
FATTURA,20160302,1549.4
FATTURA,20160302,5.65
FATTURA,20160303,73.27
FATTURA,20160303,48.92
FATTURA,20160304,25.99
FATTURA,20160304,41.78
FATTURA,20160304,179.24
FATTURA,20160305,410.63
FATTURA,20160307,16.86
